,State,Month,Age,Vaccine,Republican.Rep.,Democratics.Rep.,Region,Season
1308,New York,Oct,3,27.1,0.28,0.53,Northeast,Near
1309,North Carolina,Oct,3,30.8,0.41,0.43,South,Near
1310,North Dakota,Oct,3,30.5,0.5,0.33,Midwest,Near
1311,Ohio,Oct,3,31,0.42,0.4,Midwest,Near
1312,Oklahoma,Oct,3,31.4,0.45,0.4,South,Near
1313,Oregon,Oct,3,24.2,0.32,0.47,West,Near
1314,Pennsylvania,Oct,3,34.6,0.39,0.46,Northeast,Near
1315,Rhode Island,Oct,3,31.9,0.3,0.48,Northeast,Near
1316,South Carolina,Oct,3,27.5,0.43,0.39,South,Near
1317,South Dakota,Oct,3,36.2,0.53,0.37,Midwest,Near
1318,Tennessee,Oct,3,27.3,0.48,0.36,South,Near
1319,Texas,Oct,3,27.4,0.39,0.4,South,Near
1320,Utah,Oct,3,29.8,0.54,0.3,West,Near
1321,Vermont,Oct,3,29.8,0.29,0.57,Northeast,Near
1322,Virginia,Oct,3,33.1,0.43,0.39,South,Near
1323,Washington,Oct,3,35.6,0.33,0.44,West,Near
1324,West Virginia,Oct,3,31.6,0.43,0.41,South,Near
1325,Wisconsin,Oct,3,28.5,0.42,0.42,Midwest,Near
1326,Wyoming,Oct,3,23.6,0.57,0.25,West,Near
1327,Alabama,Nov,3,37.1,0.52,0.35,South,Near
1328,Alaska,Nov,3,31.4,0.39,0.32,West,Near
1329,Arizona,Nov,3,35.7,0.4,0.39,West,Near
1330,Arkansas,Nov,3,39.8,0.46,0.38,South,Near
1331,California,Nov,3,31.6,0.3,0.49,West,Near
1332,Colorado,Nov,3,43.1,0.41,0.42,West,Near
1333,Connecticut,Nov,3,43.9,0.32,0.5,Northeast,Near
1334,Delaware,Nov,3,45,0.29,0.55,South,Near
1335,District of Columbia,Nov,3,NA,NA,NA,South,Near
1336,Florida,Nov,3,26.1,0.37,0.44,South,Near
1337,Georgia,Nov,3,28.2,0.41,0.41,South,Near
1338,Hawaii,Nov,3,30.5,0.28,0.51,West,Near
1339,Idaho,Nov,3,32.9,0.49,0.32,West,Near
1340,Illinois,Nov,3,35,0.33,0.48,Midwest,Near
1341,Indiana,Nov,3,40.4,0.42,0.37,Midwest,Near
1342,Iowa,Nov,3,46,0.41,0.4,Midwest,Near
1343,Kansas,Nov,3,41,0.46,0.31,Midwest,Near
1344,Kentucky,Nov,3,36.9,0.44,0.43,South,Near
1345,Louisiana,Nov,3,30.9,0.41,0.43,South,Near
1346,Maine,Nov,3,40,0.36,0.47,Northeast,Near
1347,9yland,Nov,3,42.5,0.31,0.55,South,Near
1348,Massachusetts,Nov,3,42,0.27,0.56,Northeast,Near
1349,Michigan,Nov,3,38.3,0.34,0.47,Midwest,Near
1350,Minnesota,Nov,3,42.3,0.39,0.46,Midwest,Near
1351,Mississippi,Nov,3,33.2,0.44,0.42,South,Near
1352,Missouri,Nov,3,40.1,0.41,0.42,Midwest,Near
1353,Montana,Nov,3,39.7,0.49,0.3,West,Near
1354,Nebraska,Nov,3,43.5,0.47,0.36,Midwest,Near
1355,Nevada,Nov,3,24.8,0.37,0.46,West,Near
1356,New Hampshire,Nov,3,37.7,0.35,0.44,Northeast,Near
1357,New Jersey,Nov,3,NA,0.3,0.51,Northeast,Near
1358,New Mexico,Nov,3,36.1,0.37,0.48,West,Near
1359,New York,Nov,3,37.2,0.28,0.53,Northeast,Near
1360,North Carolina,Nov,3,40.5,0.41,0.43,South,Near
1361,North Dakota,Nov,3,40.2,0.5,0.33,Midwest,Near
1362,Ohio,Nov,3,39.7,0.42,0.4,Midwest,Near
1363,Oklahoma,Nov,3,40.3,0.45,0.4,South,Near
1364,Oregon,Nov,3,33.2,0.32,0.47,West,Near
1365,Pennsylvania,Nov,3,44.7,0.39,0.46,Northeast,Near
1366,Rhode Island,Nov,3,44.9,0.3,0.48,Northeast,Near
1367,South Carolina,Nov,3,37,0.43,0.39,South,Near
1368,South Dakota,Nov,3,47.4,0.53,0.37,Midwest,Near
1369,Tennessee,Nov,3,35.3,0.48,0.36,South,Near
1370,Texas,Nov,3,34.9,0.39,0.4,South,Near
1371,Utah,Nov,3,39.2,0.54,0.3,West,Near
1372,Vermont,Nov,3,44.4,0.29,0.57,Northeast,Near
1373,Virginia,Nov,3,42.5,0.43,0.39,South,Near
1374,Washington,Nov,3,46.4,0.33,0.44,West,Near
1375,West Virginia,Nov,3,41,0.43,0.41,South,Near
1376,Wisconsin,Nov,3,40,0.42,0.42,Midwest,Near
1377,Wyoming,Nov,3,33.5,0.57,0.25,West,Near
1378,Alabama,Dec,3,40.4,0.52,0.35,South,Flu
1379,Alaska,Dec,3,34.5,0.39,0.32,West,Flu
1380,Arizona,Dec,3,38.3,0.4,0.39,West,Flu
1381,Arkansas,Dec,3,41.9,0.46,0.38,South,Flu
1382,California,Dec,3,35.1,0.3,0.49,West,Flu
1383,Colorado,Dec,3,45.9,0.41,0.42,West,Flu
1384,Connecticut,Dec,3,48,0.32,0.5,Northeast,Flu
1385,Delaware,Dec,3,47.6,0.29,0.55,South,Flu
1386,District of Columbia,Dec,3,NA,NA,NA,South,Flu
1387,Florida,Dec,3,27.8,0.37,0.44,South,Flu
1388,Georgia,Dec,3,32.6,0.41,0.41,South,Flu
1389,Hawaii,Dec,3,35,0.28,0.51,West,Flu
1390,Idaho,Dec,3,36,0.49,0.32,West,Flu
1391,Illinois,Dec,3,36.8,0.33,0.48,Midwest,Flu
1392,Indiana,Dec,3,44.6,0.42,0.37,Midwest,Flu
1393,Iowa,Dec,3,49.6,0.41,0.4,Midwest,Flu
1394,Kansas,Dec,3,43.5,0.46,0.31,Midwest,Flu
1395,Kentucky,Dec,3,38.7,0.44,0.43,South,Flu
1396,Louisiana,Dec,3,33.3,0.41,0.43,South,Flu
1397,Maine,Dec,3,42.9,0.36,0.47,Northeast,Flu
1398,9yland,Dec,3,45.5,0.31,0.55,South,Flu
1399,Massachusetts,Dec,3,46.6,0.27,0.56,Northeast,Flu
1400,Michigan,Dec,3,43.9,0.34,0.47,Midwest,Flu
1401,Minnesota,Dec,3,44.9,0.39,0.46,Midwest,Flu
1402,Mississippi,Dec,3,39.5,0.44,0.42,South,Flu
1403,Missouri,Dec,3,42.3,0.41,0.42,Midwest,Flu
1404,Montana,Dec,3,42.2,0.49,0.3,West,Flu
1405,Nebraska,Dec,3,46.7,0.47,0.36,Midwest,Flu
1406,Nevada,Dec,3,26.9,0.37,0.46,West,Flu
1407,New Hampshire,Dec,3,41.1,0.35,0.44,Northeast,Flu
1408,New Jersey,Dec,3,NA,0.3,0.51,Northeast,Flu
1409,New Mexico,Dec,3,39.2,0.37,0.48,West,Flu
1410,New York,Dec,3,41.4,0.28,0.53,Northeast,Flu
1411,North Carolina,Dec,3,44.7,0.41,0.43,South,Flu
1412,North Dakota,Dec,3,42.6,0.5,0.33,Midwest,Flu
1413,Ohio,Dec,3,43.2,0.42,0.4,Midwest,Flu
1414,Oklahoma,Dec,3,43.1,0.45,0.4,South,Flu
1415,Oregon,Dec,3,38.2,0.32,0.47,West,Flu
1416,Pennsylvania,Dec,3,47.8,0.39,0.46,Northeast,Flu
1417,Rhode Island,Dec,3,49.4,0.3,0.48,Northeast,Flu
1418,South Carolina,Dec,3,40.1,0.43,0.39,South,Flu
1419,South Dakota,Dec,3,51.5,0.53,0.37,Midwest,Flu
1420,Tennessee,Dec,3,39,0.48,0.36,South,Flu
1421,Texas,Dec,3,39.1,0.39,0.4,South,Flu
1422,Utah,Dec,3,41.4,0.54,0.3,West,Flu
1423,Vermont,Dec,3,49.1,0.29,0.57,Northeast,Flu
1424,Virginia,Dec,3,45.8,0.43,0.39,South,Flu
1425,Washington,Dec,3,49.6,0.33,0.44,West,Flu
1426,West Virginia,Dec,3,44.8,0.43,0.41,South,Flu
1427,Wisconsin,Dec,3,42.6,0.42,0.42,Midwest,Flu
1428,Wyoming,Dec,3,35.7,0.57,0.25,West,Flu
1429,Alabama,Jan,3,43.8,0.52,0.35,South,Flu
1430,Alaska,Jan,3,36.4,0.39,0.32,West,Flu
1431,Arizona,Jan,3,42,0.4,0.39,West,Flu
1432,Arkansas,Jan,3,43.9,0.46,0.38,South,Flu
1433,California,Jan,3,39.9,0.3,0.49,West,Flu
1434,Colorado,Jan,3,49,0.41,0.42,West,Flu
1435,Connecticut,Jan,3,50.8,0.32,0.5,Northeast,Flu
1436,Delaware,Jan,3,49.2,0.29,0.55,South,Flu
1437,District of Columbia,Jan,3,NA,NA,NA,South,Flu
1438,Florida,Jan,3,30.6,0.37,0.44,South,Flu
1439,Georgia,Jan,3,36.1,0.41,0.41,South,Flu
1440,Hawaii,Jan,3,39.7,0.28,0.51,West,Flu
1441,Idaho,Jan,3,38.4,0.49,0.32,West,Flu
1442,Illinois,Jan,3,39.4,0.33,0.48,Midwest,Flu
1443,Indiana,Jan,3,47.5,0.42,0.37,Midwest,Flu
1444,Iowa,Jan,3,52.6,0.41,0.4,Midwest,Flu
1445,Kansas,Jan,3,45.7,0.46,0.31,Midwest,Flu
1446,Kentucky,Jan,3,42.7,0.44,0.43,South,Flu
1447,Louisiana,Jan,3,37.5,0.41,0.43,South,Flu
1448,Maine,Jan,3,45.2,0.36,0.47,Northeast,Flu
1449,9yland,Jan,3,48.4,0.31,0.55,South,Flu
1450,Massachusetts,Jan,3,51,0.27,0.56,Northeast,Flu
1451,Michigan,Jan,3,45.6,0.34,0.47,Midwest,Flu
1452,Minnesota,Jan,3,47,0.39,0.46,Midwest,Flu
1453,Mississippi,Jan,3,43.6,0.44,0.42,South,Flu
1454,Missouri,Jan,3,46.1,0.41,0.42,Midwest,Flu
1455,Montana,Jan,3,44.1,0.49,0.3,West,Flu
1456,Nebraska,Jan,3,48.9,0.47,0.36,Midwest,Flu
1457,Nevada,Jan,3,28.6,0.37,0.46,West,Flu
1458,New Hampshire,Jan,3,43.9,0.35,0.44,Northeast,Flu
1459,New Jersey,Jan,3,NA,0.3,0.51,Northeast,Flu
1460,New Mexico,Jan,3,42.5,0.37,0.48,West,Flu
1461,New York,Jan,3,45.9,0.28,0.53,Northeast,Flu
1462,North Carolina,Jan,3,48.4,0.41,0.43,South,Flu
1463,North Dakota,Jan,3,44.5,0.5,0.33,Midwest,Flu
1464,Ohio,Jan,3,46.6,0.42,0.4,Midwest,Flu
1465,Oklahoma,Jan,3,46,0.45,0.4,South,Flu
1466,Oregon,Jan,3,40.9,0.32,0.47,West,Flu
1467,Pennsylvania,Jan,3,49.6,0.39,0.46,Northeast,Flu
1468,Rhode Island,Jan,3,52,0.3,0.48,Northeast,Flu
1469,South Carolina,Jan,3,44.1,0.43,0.39,South,Flu
1470,South Dakota,Jan,3,52.8,0.53,0.37,Midwest,Flu
1471,Tennessee,Jan,3,42.8,0.48,0.36,South,Flu
1472,Texas,Jan,3,43.2,0.39,0.4,South,Flu
1473,Utah,Jan,3,44,0.54,0.3,West,Flu
1474,Vermont,Jan,3,51.3,0.29,0.57,Northeast,Flu
1475,Virginia,Jan,3,49.4,0.43,0.39,South,Flu
1476,Washington,Jan,3,51.3,0.33,0.44,West,Flu
1477,West Virginia,Jan,3,47.7,0.43,0.41,South,Flu
1478,Wisconsin,Jan,3,46.1,0.42,0.42,Midwest,Flu
1479,Wyoming,Jan,3,37.8,0.57,0.25,West,Flu
1480,Alabama,Feb,3,47.4,0.52,0.35,South,Flu
1481,Alaska,Feb,3,37.7,0.39,0.32,West,Flu
1482,Arizona,Feb,3,43.8,0.4,0.39,West,Flu
1483,Arkansas,Feb,3,44.9,0.46,0.38,South,Flu
1484,California,Feb,3,41.9,0.3,0.49,West,Flu
1485,Colorado,Feb,3,50.8,0.41,0.42,West,Flu
1486,Connecticut,Feb,3,52.2,0.32,0.5,Northeast,Flu
1487,Delaware,Feb,3,50.7,0.29,0.55,South,Flu
1488,District of Columbia,Feb,3,NA,NA,NA,South,Flu
1489,Florida,Feb,3,31.9,0.37,0.44,South,Flu
1490,Georgia,Feb,3,38.6,0.41,0.41,South,Flu
1491,Hawaii,Feb,3,42.2,0.28,0.51,West,Flu
1492,Idaho,Feb,3,38.8,0.49,0.32,West,Flu
1493,Illinois,Feb,3,40.6,0.33,0.48,Midwest,Flu
1494,Indiana,Feb,3,49.1,0.42,0.37,Midwest,Flu
1495,Iowa,Feb,3,53.6,0.41,0.4,Midwest,Flu
1496,Kansas,Feb,3,46.6,0.46,0.31,Midwest,Flu
1497,Kentucky,Feb,3,45,0.44,0.43,South,Flu
1498,Louisiana,Feb,3,40.6,0.41,0.43,South,Flu
1499,Maine,Feb,3,47.1,0.36,0.47,Northeast,Flu
1500,9yland,Feb,3,50.2,0.31,0.55,South,Flu
1501,Massachusetts,Feb,3,52,0.27,0.56,Northeast,Flu
1502,Michigan,Feb,3,46.8,0.34,0.47,Midwest,Flu
1503,Minnesota,Feb,3,48.3,0.39,0.46,Midwest,Flu
1504,Mississippi,Feb,3,44.8,0.44,0.42,South,Flu
1505,Missouri,Feb,3,47.6,0.41,0.42,Midwest,Flu
1506,Montana,Feb,3,45.8,0.49,0.3,West,Flu
1507,Nebraska,Feb,3,50.2,0.47,0.36,Midwest,Flu
1508,Nevada,Feb,3,29,0.37,0.46,West,Flu
1509,New Hampshire,Feb,3,45.4,0.35,0.44,Northeast,Flu
1510,New Jersey,Feb,3,NA,0.3,0.51,Northeast,Flu
1511,New Mexico,Feb,3,44.5,0.37,0.48,West,Flu
1512,New York,Feb,3,47.9,0.28,0.53,Northeast,Flu
1513,North Carolina,Feb,3,50.7,0.41,0.43,South,Flu
1514,North Dakota,Feb,3,45.3,0.5,0.33,Midwest,Flu
1515,Ohio,Feb,3,48,0.42,0.4,Midwest,Flu
1516,Oklahoma,Feb,3,48,0.45,0.4,South,Flu
1517,Oregon,Feb,3,43.3,0.32,0.47,West,Flu
1518,Pennsylvania,Feb,3,52.4,0.39,0.46,Northeast,Flu
1519,Rhode Island,Feb,3,55.2,0.3,0.48,Northeast,Flu
1520,South Carolina,Feb,3,45.1,0.43,0.39,South,Flu
1521,South Dakota,Feb,3,54.6,0.53,0.37,Midwest,Flu
1522,Tennessee,Feb,3,44.8,0.48,0.36,South,Flu
1523,Texas,Feb,3,45.2,0.39,0.4,South,Flu
1524,Utah,Feb,3,45.8,0.54,0.3,West,Flu
1525,Vermont,Feb,3,52.3,0.29,0.57,Northeast,Flu
1526,Virginia,Feb,3,50.8,0.43,0.39,South,Flu
1527,Washington,Feb,3,53.1,0.33,0.44,West,Flu
1528,West Virginia,Feb,3,49,0.43,0.41,South,Flu
1529,Wisconsin,Feb,3,46.7,0.42,0.42,Midwest,Flu
1530,Wyoming,Feb,3,38.1,0.57,0.25,West,Flu
1531,Alabama,Mar,3,48.2,0.52,0.35,South,Far
1532,Alaska,Mar,3,40.4,0.39,0.32,West,Far
1533,Arizona,Mar,3,45.1,0.4,0.39,West,Far
1534,Arkansas,Mar,3,46.7,0.46,0.38,South,Far
1535,California,Mar,3,43.3,0.3,0.49,West,Far
1536,Colorado,Mar,3,51.4,0.41,0.42,West,Far
1537,Connecticut,Mar,3,52.3,0.32,0.5,Northeast,Far
1538,Delaware,Mar,3,52.1,0.29,0.55,South,Far
1539,District of Columbia,Mar,3,NA,NA,NA,South,Far
1540,Florida,Mar,3,33.8,0.37,0.44,South,Far
1541,Georgia,Mar,3,43.4,0.41,0.41,South,Far
1542,Hawaii,Mar,3,44.2,0.28,0.51,West,Far
1543,Idaho,Mar,3,41.9,0.49,0.32,West,Far
1544,Illinois,Mar,3,40.9,0.33,0.48,Midwest,Far
1545,Indiana,Mar,3,49.8,0.42,0.37,Midwest,Far
1546,Iowa,Mar,3,53.9,0.41,0.4,Midwest,Far
1547,Kansas,Mar,3,47.2,0.46,0.31,Midwest,Far
1548,Kentucky,Mar,3,45.2,0.44,0.43,South,Far
1549,Louisiana,Mar,3,41.4,0.41,0.43,South,Far
1550,Maine,Mar,3,48,0.36,0.47,Northeast,Far
1551,9yland,Mar,3,51.8,0.31,0.55,South,Far
1552,Massachusetts,Mar,3,53.5,0.27,0.56,Northeast,Far
1553,Michigan,Mar,3,47.3,0.34,0.47,Midwest,Far
1554,Minnesota,Mar,3,48.8,0.39,0.46,Midwest,Far
1555,Mississippi,Mar,3,45,0.44,0.42,South,Far
1556,Missouri,Mar,3,48,0.41,0.42,Midwest,Far
1557,Montana,Mar,3,46.5,0.49,0.3,West,Far
1558,Nebraska,Mar,3,50.8,0.47,0.36,Midwest,Far
1559,Nevada,Mar,3,30.4,0.37,0.46,West,Far
1560,New Hampshire,Mar,3,46.5,0.35,0.44,Northeast,Far
1561,New Jersey,Mar,3,NA,0.3,0.51,Northeast,Far
1562,New Mexico,Mar,3,45.9,0.37,0.48,West,Far
1563,New York,Mar,3,48.5,0.28,0.53,Northeast,Far
1564,North Carolina,Mar,3,51.2,0.41,0.43,South,Far
1565,North Dakota,Mar,3,45.5,0.5,0.33,Midwest,Far
1566,Ohio,Mar,3,49,0.42,0.4,Midwest,Far
1567,Oklahoma,Mar,3,49.7,0.45,0.4,South,Far
1568,Oregon,Mar,3,45.4,0.32,0.47,West,Far
1569,Pennsylvania,Mar,3,53.6,0.39,0.46,Northeast,Far
1570,Rhode Island,Mar,3,55.8,0.3,0.48,Northeast,Far
1571,South Carolina,Mar,3,45.8,0.43,0.39,South,Far
1572,South Dakota,Mar,3,54.8,0.53,0.37,Midwest,Far
1573,Tennessee,Mar,3,45.4,0.48,0.36,South,Far
1574,Texas,Mar,3,46.4,0.39,0.4,South,Far
1575,Utah,Mar,3,46.1,0.54,0.3,West,Far
1576,Vermont,Mar,3,53.4,0.29,0.57,Northeast,Far
1577,Virginia,Mar,3,51.1,0.43,0.39,South,Far
1578,Washington,Mar,3,53.8,0.33,0.44,West,Far
1579,West Virginia,Mar,3,49,0.43,0.41,South,Far
1580,Wisconsin,Mar,3,47.3,0.42,0.42,Midwest,Far
1581,Wyoming,Mar,3,38.4,0.57,0.25,West,Far
1582,Alabama,Apr,3,48.8,0.52,0.35,South,Far
1583,Alaska,Apr,3,40.4,0.39,0.32,West,Far
1584,Arizona,Apr,3,45.5,0.4,0.39,West,Far
1585,Arkansas,Apr,3,47.7,0.46,0.38,South,Far
1586,California,Apr,3,43.6,0.3,0.49,West,Far
1587,Colorado,Apr,3,52.6,0.41,0.42,West,Far
1588,Connecticut,Apr,3,52.8,0.32,0.5,Northeast,Far
1589,Delaware,Apr,3,52.6,0.29,0.55,South,Far
1590,District of Columbia,Apr,3,NA,NA,NA,South,Far
1591,Florida,Apr,3,33.9,0.37,0.44,South,Far
1592,Georgia,Apr,3,43.4,0.41,0.41,South,Far
1593,Hawaii,Apr,3,47,0.28,0.51,West,Far
1594,Idaho,Apr,3,42.1,0.49,0.32,West,Far
1595,Illinois,Apr,3,41.3,0.33,0.48,Midwest,Far
1596,Indiana,Apr,3,50.9,0.42,0.37,Midwest,Far
1597,Iowa,Apr,3,54.5,0.41,0.4,Midwest,Far
1598,Kansas,Apr,3,47.5,0.46,0.31,Midwest,Far
1599,Kentucky,Apr,3,46.1,0.44,0.43,South,Far
1600,Louisiana,Apr,3,42.9,0.41,0.43,South,Far
1601,Maine,Apr,3,48.2,0.36,0.47,Northeast,Far
1602,9yland,Apr,3,52.7,0.31,0.55,South,Far
1603,Massachusetts,Apr,3,53.9,0.27,0.56,Northeast,Far
1604,Michigan,Apr,3,48,0.34,0.47,Midwest,Far
1605,Minnesota,Apr,3,49,0.39,0.46,Midwest,Far
1606,Mississippi,Apr,3,45,0.44,0.42,South,Far
1607,Missouri,Apr,3,48,0.41,0.42,Midwest,Far
1608,Montana,Apr,3,46.9,0.49,0.3,West,Far
1609,Nebraska,Apr,3,51.6,0.47,0.36,Midwest,Far
1610,Nevada,Apr,3,34.8,0.37,0.46,West,Far
1611,New Hampshire,Apr,3,47,0.35,0.44,Northeast,Far
1612,New Jersey,Apr,3,NA,0.3,0.51,Northeast,Far
1613,New Mexico,Apr,3,45.9,0.37,0.48,West,Far
1614,New York,Apr,3,48.8,0.28,0.53,Northeast,Far
1615,North Carolina,Apr,3,51.7,0.41,0.43,South,Far
1616,North Dakota,Apr,3,45.8,0.5,0.33,Midwest,Far
1617,Ohio,Apr,3,49.1,0.42,0.4,Midwest,Far
1618,Oklahoma,Apr,3,49.7,0.45,0.4,South,Far
1619,Oregon,Apr,3,47.2,0.32,0.47,West,Far
1620,Pennsylvania,Apr,3,54.3,0.39,0.46,Northeast,Far
1621,Rhode Island,Apr,3,56.2,0.3,0.48,Northeast,Far
1622,South Carolina,Apr,3,46.4,0.43,0.39,South,Far
1623,South Dakota,Apr,3,55.4,0.53,0.37,Midwest,Far
1624,Tennessee,Apr,3,46.1,0.48,0.36,South,Far
1625,Texas,Apr,3,47.1,0.39,0.4,South,Far
1626,Utah,Apr,3,46.1,0.54,0.3,West,Far
1627,Vermont,Apr,3,53.9,0.29,0.57,Northeast,Far
1628,Virginia,Apr,3,51.8,0.43,0.39,South,Far
1629,Washington,Apr,3,53.9,0.33,0.44,West,Far
1630,West Virginia,Apr,3,50.9,0.43,0.41,South,Far
1631,Wisconsin,Apr,3,48.1,0.42,0.42,Midwest,Far
1632,Wyoming,Apr,3,38.4,0.57,0.25,West,Far
1633,Alabama,May,3,51.5,0.52,0.35,South,Far
1634,Alaska,May,3,40.4,0.39,0.32,West,Far
1635,Arizona,May,3,45.5,0.4,0.39,West,Far
1636,Arkansas,May,3,47.7,0.46,0.38,South,Far
1637,California,May,3,43.8,0.3,0.49,West,Far
1638,Colorado,May,3,52.6,0.41,0.42,West,Far
1639,Connecticut,May,3,53.8,0.32,0.5,Northeast,Far
1640,Delaware,May,3,52.6,0.29,0.55,South,Far
1641,District of Columbia,May,3,NA,NA,NA,South,Far
1642,Florida,May,3,33.9,0.37,0.44,South,Far
1643,Georgia,May,3,43.4,0.41,0.41,South,Far
1644,Hawaii,May,3,47.8,0.28,0.51,West,Far
1645,Idaho,May,3,42.1,0.49,0.32,West,Far
1646,Illinois,May,3,41.3,0.33,0.48,Midwest,Far
1647,Indiana,May,3,50.9,0.42,0.37,Midwest,Far
1648,Iowa,May,3,54.5,0.41,0.4,Midwest,Far
1649,Kansas,May,3,48.4,0.46,0.31,Midwest,Far
1650,Kentucky,May,3,46.1,0.44,0.43,South,Far
1651,Louisiana,May,3,43.5,0.41,0.43,South,Far
1652,Maine,May,3,48.6,0.36,0.47,Northeast,Far
1653,9yland,May,3,53.1,0.31,0.55,South,Far
1654,Massachusetts,May,3,54.3,0.27,0.56,Northeast,Far
1655,Michigan,May,3,48.4,0.34,0.47,Midwest,Far
1656,Minnesota,May,3,49,0.39,0.46,Midwest,Far
1657,Mississippi,May,3,45,0.44,0.42,South,Far
1658,Missouri,May,3,48,0.41,0.42,Midwest,Far
1659,Montana,May,3,47.6,0.49,0.3,West,Far
1660,Nebraska,May,3,51.7,0.47,0.36,Midwest,Far
1661,Nevada,May,3,34.8,0.37,0.46,West,Far
1662,New Hampshire,May,3,47,0.35,0.44,Northeast,Far
1663,New Jersey,May,3,NA,0.3,0.51,Northeast,Far
1664,New Mexico,May,3,45.9,0.37,0.48,West,Far
1665,New York,May,3,49.3,0.28,0.53,Northeast,Far
1666,North Carolina,May,3,51.7,0.41,0.43,South,Far
1667,North Dakota,May,3,45.8,0.5,0.33,Midwest,Far
1668,Ohio,May,3,49.1,0.42,0.4,Midwest,Far
1669,Oklahoma,May,3,49.7,0.45,0.4,South,Far
1670,Oregon,May,3,47.2,0.32,0.47,West,Far
1671,Pennsylvania,May,3,54.8,0.39,0.46,Northeast,Far
1672,Rhode Island,May,3,56.2,0.3,0.48,Northeast,Far
1673,South Carolina,May,3,47.7,0.43,0.39,South,Far
1674,South Dakota,May,3,55.5,0.53,0.37,Midwest,Far
1675,Tennessee,May,3,46.1,0.48,0.36,South,Far
1676,Texas,May,3,47.3,0.39,0.4,South,Far
1677,Utah,May,3,46.1,0.54,0.3,West,Far
1678,Vermont,May,3,53.9,0.29,0.57,Northeast,Far
1679,Virginia,May,3,51.8,0.43,0.39,South,Far
1680,Washington,May,3,53.9,0.33,0.44,West,Far
1681,West Virginia,May,3,50.9,0.43,0.41,South,Far
1682,Wisconsin,May,3,48.4,0.42,0.42,Midwest,Far
1683,Wyoming,May,3,42.1,0.57,0.25,West,Far
1684,Alabama,Jul,4,0,0.52,0.35,South,Far
1685,Alaska,Jul,4,0,0.39,0.32,West,Far
1686,Arizona,Jul,4,0,0.4,0.39,West,Far
1687,Arkansas,Jul,4,0,0.46,0.38,South,Far
1688,California,Jul,4,0,0.3,0.49,West,Far
1689,Colorado,Jul,4,0,0.41,0.42,West,Far
1690,Connecticut,Jul,4,0,0.32,0.5,Northeast,Far
1691,Delaware,Jul,4,0,0.29,0.55,South,Far
1692,District of Columbia,Jul,4,NA,NA,NA,South,Far
1693,Florida,Jul,4,0,0.37,0.44,South,Far
1694,Georgia,Jul,4,0,0.41,0.41,South,Far
1695,Hawaii,Jul,4,0,0.28,0.51,West,Far
1696,Idaho,Jul,4,0,0.49,0.32,West,Far
1697,Illinois,Jul,4,0,0.33,0.48,Midwest,Far
1698,Indiana,Jul,4,0,0.42,0.37,Midwest,Far
1699,Iowa,Jul,4,0,0.41,0.4,Midwest,Far
1700,Kansas,Jul,4,0,0.46,0.31,Midwest,Far
1701,Kentucky,Jul,4,0,0.44,0.43,South,Far
1702,Louisiana,Jul,4,0,0.41,0.43,South,Far
1703,Maine,Jul,4,0,0.36,0.47,Northeast,Far
1704,9yland,Jul,4,0,0.31,0.55,South,Far
1705,Massachusetts,Jul,4,0,0.27,0.56,Northeast,Far
1706,Michigan,Jul,4,0,0.34,0.47,Midwest,Far
1707,Minnesota,Jul,4,0,0.39,0.46,Midwest,Far
1708,Mississippi,Jul,4,0,0.44,0.42,South,Far
1709,Missouri,Jul,4,0,0.41,0.42,Midwest,Far
1710,Montana,Jul,4,0,0.49,0.3,West,Far
1711,Nebraska,Jul,4,0,0.47,0.36,Midwest,Far
1712,Nevada,Jul,4,0,0.37,0.46,West,Far
1713,New Hampshire,Jul,4,0,0.35,0.44,Northeast,Far
1714,New Jersey,Jul,4,NA,0.3,0.51,Northeast,Far
1715,New Mexico,Jul,4,0,0.37,0.48,West,Far
1716,New York,Jul,4,0,0.28,0.53,Northeast,Far
1717,North Carolina,Jul,4,0,0.41,0.43,South,Far
1718,North Dakota,Jul,4,0,0.5,0.33,Midwest,Far
1719,Ohio,Jul,4,0,0.42,0.4,Midwest,Far
1720,Oklahoma,Jul,4,0,0.45,0.4,South,Far
1721,Oregon,Jul,4,0,0.32,0.47,West,Far
1722,Pennsylvania,Jul,4,0,0.39,0.46,Northeast,Far
1723,Rhode Island,Jul,4,0,0.3,0.48,Northeast,Far
1724,South Carolina,Jul,4,0,0.43,0.39,South,Far
1725,South Dakota,Jul,4,0,0.53,0.37,Midwest,Far
1726,Tennessee,Jul,4,0,0.48,0.36,South,Far
1727,Texas,Jul,4,0,0.39,0.4,South,Far
1728,Utah,Jul,4,0,0.54,0.3,West,Far
1729,Vermont,Jul,4,0,0.29,0.57,Northeast,Far
1730,Virginia,Jul,4,0,0.43,0.39,South,Far
1731,Washington,Jul,4,0,0.33,0.44,West,Far
1732,West Virginia,Jul,4,0,0.43,0.41,South,Far
1733,Wisconsin,Jul,4,0,0.42,0.42,Midwest,Far
1734,Wyoming,Jul,4,0,0.57,0.25,West,Far
1735,Alabama,Aug,4,1.9,0.52,0.35,South,Far
1736,Alaska,Aug,4,0,0.39,0.32,West,Far
1737,Arizona,Aug,4,1.9,0.4,0.39,West,Far
1738,Arkansas,Aug,4,0,0.46,0.38,South,Far
1739,California,Aug,4,2,0.3,0.49,West,Far
1740,Colorado,Aug,4,1.6,0.41,0.42,West,Far
